parser,doc_id,id,gold,pred,score,ok,match_type,verdict,overconfident,judge_reason,missing_points,superfluous_points
own tool,ego_accessory_compatibility_matrix,17,Yes. CHV1600 (Zero Turn Riding Mower 1600W charger) is marked suitable (●) for all five groups.,AMG1000 on-board storage; AMS1000 sun shade,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,18,"The table shows “●/X” for TR4200 / TR4200E (EU&AU), indicating mixed compatibility; it is X for all other groups.",conditional compatibility,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,19,ABK5200 and ABK5200-A (the latter noted “w/o blade”). Both fit ZT5200L / ZT5200E-L only.,ABK5200; ABK5200-A,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,20,No. ABK5200 is marked X for ZT4200S / ZT4200E-S.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,21,Yes. ABP5200 is marked suitable (●) for ZT5200L / ZT5200E-L.,Yes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,22,No. ABP5200 is marked X for TR4200 / TR4200E (EU&AU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,23,Yes. AB5200D is marked suitable (●) for ZT5200L / ZT5200E-L.,Yes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,24,"No. All 52"" blade SKUs (AB5200D, AB5200, AB5201D, AB5201) are marked X for both tractor groups.",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,25,No. AB5201 is marked X for ZT4200L / ZT4200E-L; it is only suitable for ZT5200L / ZT5200E-L.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,26,Yes. AMG1000 is marked suitable (●) for TR4200 / TR4200E (EU&AU).,Yes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,27,No. AMG1000 is marked X for TR3800E-B (EU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,28,Yes. AMS1000 is marked suitable (●) for all three ZT groups and for TR4200 / TR4200E (EU&AU).,AMS1000 sun shade is compatible with ZT models and TR4200,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,29,No. AMB1000 is marked X for both tractor groups; it fits all three ZT groups only.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,30,"AMP3800T (Mulching Plug) and AB3801TD (Bagging blade, one left & one right).",No specific accessories listed compatible.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,31,"Yes. ABK4200T-A (EU) and ABK4200T(NA) are 107 cm (42"") tractor side‑discharge bagging kits for TR4200 / TR4200E.",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,32,"ABK4200T-A (EU) is noted “Bagger, no blades”; ABK4200T(NA) is noted “Bagger, bagging blades, counter weights.”",ABK4200T-A (EU) does not include blades; ABK4200T (NA) includes bagging blades,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,33,"Use ABK4200 or ABK4200-A (w/o blade) and the corresponding 42"" bagging blades AB4201D (set) or AB4201 (single).","ABK4200: 42” Zero turn riding mower bagger kit; ABK4200-A: 42” Zero turn riding mower bagger kit (w/o blade); AB4201D: 42"" Zero turn riding mower bagging blade set; AB4201: 42"" Zero turn riding mower bagging blade (1pc)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,34,"Choose AB4201D (42"" bagging blade set) or AB4201 (42"" bagging blade, 1 pc).","AB4201D: 42"" Zero turn riding mower bagging blade set; AB4201: 42"" Zero turn riding mower bagging blade (1pc)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,35,"ABK5200 or ABK5200-A (w/o blade) as the bagger kit, plus 52"" bagging blades AB5201D (set) or AB5201 (high‑lift, 1 pc).","ABK5200: 52” Zero turn riding mower bagger kit; ABK5200-A: 52” Zero turn riding mower bagger kit (w/o blade); AB5201D: 52"" Zero turn riding mower bagging blade set (3pc); AB5201: HIGH-LIFT BAGGING BLADE (1pcs blade)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,36,"Use ABP5200 (52"" mulching kit), AB5200D (52"" blade set), or AB5200 (single 52"" mulching blade).",ABP5200: 52” Zero turn riding mower mulching kit; AB5200D: 52” Zero turn riding mower blade set (3pc); AB5200: Mulching Blade for 52” Zero turn riding mower (1pcs blade),1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,37,"AMP4200 (42"" mulching plug) and the 42"" mulching blades AB4200D (set) or AB4200 (single).",AB4200D: 42” mulching blade set; AB4200: 42” mulching blade (1pc); AMP4200: 42” mulching plug,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,38,Yes. CRM001 is marked suitable (●) for TR4200 / TR4200E (EU&AU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,39,"CRM001 (cover), CHV1600 (1600W charger), AMG1000 (on‑board storage), AMS1000 (sun shade), and AMB1000 (rear bumper).",CRM001: Zero turn riding mower cover; CHV1600: Zero Turn Riding Mower 1600W charger; AMG1000: Zero turn riding mower on-board storage; AMS1000: Zero turn riding mower sun shade,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,40,"No dedicated 52"" plug is listed; the 52"" option shown is the mulching kit ABP5200 (plus 52"" mulching blades AB5200D/AB5200).",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,41,No. AB4200D is for the two ZT4200 groups and TR4200; it is marked X for ZT5200L / ZT5200E-L.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,42,"Yes. CHV1600 is marked suitable (●) for all groups, including TR3800E-B (EU).",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,43,No. ACA1000 is marked X for all three ZT groups; only TR4200 / TR4200E shows “●/X.”,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,44,"ABK4200, ABK4200-A, AB4200D, AB4200, AB4201D, AB4201, AMP4200, CRM001, CHV1600, AMG1000, AMS1000, AMB1000.",ABK4200; ABK4200-A; AB4200D; AB4200; AB4201D; AB4201; AMP4200; CRM001; CHV1600; AMG1000; AMS1000; AMB1000,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,45,"ABK4200, ABK4200-A, AB4200D, AB4200, AB4201D, AB4201, AMP4200, CRM001, CHV1600, AMG1000, AMS1000, AMB1000.","ABK4200: 42” Zero turn riding mower bagger kit; ABK4200-A: 42” Zero turn riding mower bagger kit (w/o blade); AB4200D: 42” Zero turn riding mower mulching blade set; AB4200: 42” Zero turn riding mower mulching blade (1pc); AB4201D: 42"" Zero turn riding mower bagging blade set; AB4201: 42"" Zero turn riding mower bagging blade (1pc); AMP4200: 42” Zero turn riding mower mulching plug; CRM001: Zero turn riding mower cover; CHV1600: Zero Turn Riding Mower 1600W charger; AMG1000: Zero turn riding mower on-board storage; AMS1000: Zero turn riding mower sun shade; AMB1000: Zero turn riding mower rear Bumper",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,46,"ABK5200, ABK5200-A, ABP5200, AB5200D, AB5200, AB5201D, AB5201, CRM001, CHV1600, AMG1000, AMS1000, AMB1000.","ABK5200: 52” bagger kit; ABK5200-A: 52” bagger kit (w/o blade); ABP5200: 52” mulching kit; AB5200D: 52” blade set (3pc); AB5200: Mulching Blade (1pc); AB5201D: 52"" bagging blade set (3pc); AB5201: HIGH-LIFT BAGGING BLADE (1pc); CRM001: cover; CHV1600: 1600W charger; AMG1000: on-board storage; AMS1000: sun shade",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,47,"CHV1600, plus two tractor‑specific SKUs: AMP3800T (Mulching Plug) and AB3801TD (Bagging blade, L+R).",No specific accessories listed compatible,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,48,"AB4200D, AB4200, AB4201D, AB4201, AMP4200, CRM001, CHV1600, ACA1000 (●/X), AMG1000, AMS1000, plus tractor 42"" bagger kits ABK4200T-A (EU) and ABK4200T(NA).","AB4200D: 42” mulching blade set; AB4200: 42” mulching blade (1pc); AB4201D: 42"" bagging blade set; AB4201: 42"" bagging blade (1pc); AMP4200: 42” mulching plug; CHV1600: 1600W charger; ACA1000: POWER+ Charging Adaptor (conditional compatibility); AMG1000: on-board storage; AMS1000: sun shade",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,49,Yes. AMB1000 (rear bumper) is suitable (●) for ZT5200L / ZT5200E-L.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,50,"AB4200D, AB4200, AB4201D, AB4201, AMP4200 — each is X for TR3800E-B but ● for TR4200 / TR4200E.",AB4200D; AB4200; AB4201D; AB4201; AMP4200; CHV1600; ACA1000; AMG1000; AMS1000,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,51,Yes. ABK5200-A is labeled “w/o blade.”,Yes; ABK5200-A is a 52” Zero turn riding mower bagger kit (w/o blade) for ZT5200,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,52,AMP4200.,AMP4200,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,53,AB5201.,AB5201,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,54,AMS1000.,AMS1000,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,55,AMG1000.,AMG1000,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,56,AMB1000.,AMB1000,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,57,CHV1600.,CHV1600,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,58,"AMP3800T, the tractor mulching plug specific to TR3800E-B (EU).",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,59,AB3801TD (bagging blade pair: left & right).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,60,No. It is X for all ZT groups; it is only suitable (●) for TR4200 / TR4200E (EU&AU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,61,No. ABK4200T(NA) is X for TR3800E-B (EU); it is only suitable (●) for TR4200 / TR4200E (EU&AU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,62,Yes. CRM001 fits all three ZT groups and TR4200 / TR4200E (EU&AU).,CRM001: Zero turn riding mower cover,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,63,"ABK4200, ABK4200-A, ABK5200, ABK5200-A, ABP5200, AB5200D, AB5200, AB5201D, AB5201, AMB1000.",ABK4200; ABK4200-A; AB4200D; AB4200; AB4201D; AB4201; AMP4200; ABK5200; ABK5200-A; ABP5200; AB5200D; AB5200; AB5201D; AB5201,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,64,"AMP3800T, AB3801TD, ABK4200T-A (EU), ABK4200T(NA).","AMP3800T Mulching Plug; AB3801TD Bagging blade (1 pair: left & right); ABK4200T-A (EU) Bagging Kit For 107cm (42'') Tractor (Side Discharge) (Bagger, no blades); ABK4200T (NA) Bagging Kit For 107cm (42'') Tractor (Side Discharge) (Bagger, bagging blades, counter weights)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,65,"AB4200D, AB4200, AB4201D, AB4201, AMP4200, CRM001, CHV1600, AMG1000, AMS1000, and (conditionally) ACA1000 (●/X) for TR4200.","AB4200D: 42” mulching blade set; AB4200: 42” mulching blade (1pc); AB4201D: 42"" bagging blade set; AB4201: 42"" bagging blade (1pc); AMP4200: 42” mulching plug; CHV1600: 1600W charger; AMG1000: on-board storage; AMS1000: sun shade",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,66,"Twelve: ABK5200, ABK5200-A, ABP5200, AB5200D, AB5200, AB5201D, AB5201, CRM001, CHV1600, AMG1000, AMS1000, AMB1000.",11 accessories,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,67,"Three: CHV1600, AMP3800T, AB3801TD.",0,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,68,Twelve (including ABK4200T-A and ABK4200T(NA) on page 2).,7 accessories: AB4200D; AB4200; AB4201D; AB4201; AMP4200; CHV1600; AMG1000; AMS1000,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,69,No. ABK4200 is X for both tractor groups.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,70,No. ABP5200 is X for both tractor groups.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,71,"AB4200 (42"" mulching blade, 1 pc) and AB4201 (42"" bagging blade, 1 pc).","AB4200: 42” Zero turn riding mower mulching blade (1pc); AB4201: 42"" Zero turn riding mower bagging blade (1pc)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,72,"AB5200 (mulching blade, 1 pc) and AB5201 (HIGH‑LIFT bagging blade, 1 pc).",AB5200: Mulching Blade for 52” Zero turn riding mower (1pcs blade); AB5201: HIGH-LIFT BAGGING BLADE (1pcs blade),1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,73,"Yes. ABK4200T(NA) notes “bagging blades, counter weights.”",Yes; ABK4200T (NA) Bagging Kit for 42'' Tractor includes counter weights.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,74,"Yes. All the 42"" ZT items (ABK4200/‑A, AB4200D, AB4200, AB4201D, AB4201, AMP4200) are X for ZT5200.",ABK4200; ABK4200-A; AB4200D; AB4200; AB4201D; AB4201; AMP4200,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,75,"Yes. All the 52"" ZT items (ABK5200/‑A, ABP5200, AB5200D, AB5200, AB5201D, AB5201) are X for both ZT4200 groups.","Yes; ABK5200, ABK5200-A, ABP5200, AB5200D, AB5200, AB5201D, AB5201 fit ZT5200 but NOT ZT4200 models",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,76,Yes. AMS1000 is suitable (●) for TR4200 / TR4200E (EU&AU).,Yes; AMS1000: Zero turn riding mower sun shade,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,77,Yes. AMB1000 is marked suitable (●) for ZT4200S / ZT4200E-S.,Yes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,78,Yes. AMG1000 is marked suitable (●) for ZT4200L / ZT4200E-L.,Yes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,79,Yes. CHV1600 is marked suitable (●) for ZT5200L / ZT5200E-L.,Yes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,ego_accessory_compatibility_matrix,80,No. AB5200D is X for TR4200 / TR4200E (EU&AU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,81,Bagger kit ABK4200 or ABK4200-A (w/o blade) and bagging blades AB4201D (set) or AB4201 (single).,"ABK4200: 42” Zero turn riding mower bagger kit; AB4201D: 42"" Zero turn riding mower bagging blade set; AB4201: 42"" Zero turn riding mower bagging blade (1pc)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,82,ABP5200 (mulching kit) plus mulching blades AB5200D (set) or AB5200 (single).,ABP5200: 52” Zero turn riding mower mulching kit; AB5200D: 52” Zero turn riding mower blade set (3pc); AB5200: Mulching Blade for 52” Zero turn riding mower (1pcs blade),1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,83,AB4200.,AB4200,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,84,AB5201 (HIGH‑LIFT bagging blade).,AB5201,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,85,Yes. ACA1000 shows “●/X” under TR4200 / TR4200E (EU&AU); all other groups are X.,"Yes; AMP3800T Mulching Plug, AB3801TD Bagging blade, ABK4200T-A (EU) Bagging Kit, and ABK4200T (NA) Bagging Kit have mixed compatibility noted on the chart",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,86,"Yes. CRM001 (cover), AMG1000 (on‑board storage), and AMS1000 (sun shade) are X for TR3800E-B but ● for the ZTs and TR4200.",CHV1600 charger; AMG1000 on-board storage; AMS1000 sun shade,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,87,"Use the tractor bagger kit ABK4200T-A (EU) or ABK4200T(NA). For blades, the 42"" bagging blades AB4201D/AB4201 are also compatible with TR4200.","AB4201D: 42"" Zero turn riding mower bagging blade set; AB4201: 42"" Zero turn riding mower bagging blade (1pc)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,88,The chart only labels ABK4200-A as “w/o blade.” ABK4200 lacks that note; the table does not otherwise specify included contents.,Yes; ABK4200 is a 42” Zero turn riding mower bagger kit that includes blades.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,89,"All ZT‑only items (42"" and 52"" SKUs and AMB1000) are X for TR3800E-B. TR3800E-B supports only AMP3800T, AB3801TD, and CHV1600.","All ZT4200L/ZT4200E-L, ZT4200S/ZT4200E-S, and ZT5200L/ZT5200E-L accessories should be avoided; no specific ZT accessories are listed as compatible with TR3800E-B.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,90,Yes. CHV1600 is suitable (●) for all five model groups.,"CHV1600 Zero Turn Riding Mower 1600W charger; compatible with ZT4200L/ZT4200E-L, ZT4200S/ZT4200E-S, ZT5200L/ZT5200E-L, TR4200/TR4200E (EU&AU)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,91,"AB4201D is a 42"" bagging blade set; AB4201 is a single 42"" bagging blade (1 pc).","AB4201D is a 42"" Zero turn riding mower bagging blade set; AB4201 is a single 42"" Zero turn riding mower bagging blade (1pc)",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,92,"AB5200D is a 52"" blade set (3 pcs); AB5200 is a single 52"" mulching blade (1 pc).",AB5200D: 52” Zero turn riding mower blade set (3pc); AB5200: Mulching Blade for 52” Zero turn riding mower (1pcs blade),1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,93,CRM001 (Zero turn riding mower cover).,CRM001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,94,Yes. CRM001 is suitable (●) for ZT4200S / ZT4200E-S.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,95,Yes. CRM001 is suitable (●) for TR4200 / TR4200E (EU&AU).,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,96,No. ACA1000 is X for all ZT groups; only TR4200 shows mixed “●/X.”,ACA1000 POWER+ Charging Adaptor is listed with conditional compatibility for ZT models,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,ego_accessory_compatibility_matrix,97,AMP4200 (plug) plus either AB4200D (set) or AB4200 (single) mulching blades.,AB4200D: 42” mulching blade set; AMP4200: 42” mulching plug,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,98,ABK5200 or ABK5200-A (w/o blade) plus AB5201D (bagging blade set) or AB5201 (single HIGH‑LIFT bagging blade).,ABK5200: 52” bagger kit; AB5201D: 52” bagging blade set (3pc); AB5201: high-lift bagging blade (1pc),1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,99,"Yes. CRM001, CHV1600, AMG1000, AMS1000, and AMB1000 are suitable for all ZT groups.",AMG1000 on-board storage; AMS1000 sun shade; CHV1600 1600W charger; CRM001 cover; AMB1000 rear bumper,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,ego_accessory_compatibility_matrix,100,ABK4200T-A (EU).,ABK4200T-A,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,feier_start_100_manual,1,"264.6 lb. (Technical information, p.15) :contentReference[oaicite:1]{index=1}",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,feier_start_100_manual,2,"1700 × 790 × 1280 mm. (Technical information, p.15) :contentReference[oaicite:2]{index=2}",1700*790*1280mm,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,3,"1700 × 790 × 270 mm. (Technical information, p.15) :contentReference[oaicite:3]{index=3}",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,feier_start_100_manual,4,"1400 × 500 mm. (Technical information, p.15) :contentReference[oaicite:4]{index=4}",1400*500mm,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,5,"0.6–11.2 mph. (Technical information, p.15) :contentReference[oaicite:5]{index=5}",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,feier_start_100_manual,6,"0–12%. (Monitor function instruction, p.18) :contentReference[oaicite:6]{index=6}",0~12%,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,feier_start_100_manual,7,"Yes. Use a grounded outlet on a 10A circuit. (Safety/grounding, pp.3–4,7) :contentReference[oaicite:7]{index=7}","Yes, the treadmill requires a grounded outlet; the socket must have a special circuit to avoid sharing with other electrical equipment.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,8,"110–120 V. (Grounding guide, p.26) :contentReference[oaicite:8]{index=8}",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,feier_start_100_manual,9,"No—socket adapters are not allowed. (Grounding note, p.7) :contentReference[oaicite:9]{index=9}",Socket adapter is not allowed.,1.0,1,llm-rubric,correct,0,"The prediction states that socket adapters are not allowed, which is fully supported by the evidence stating 'Socket adapter is not allowed.'",,
own tool,feier_start_100_manual,10,"Indoors only; avoid water and high‑temperature areas. (Safety precaution, pp.3,6) :contentReference[oaicite:10]{index=10}",Place the treadmill indoors; do not use the treadmill outdoor.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,11,"At least 2000 × 1000 mm. (Safety precaution, p.3) :contentReference[oaicite:11]{index=11}",There should be 2000x1000mm safe space at the end of treadmill when running.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,12,"Comfortable clothing and sports/aerobic shoes; zip clothes and avoid items that can snag. (Safety, pp.3–4) :contentReference[oaicite:12]{index=12}",Wear comfortable clothing and preferably sports or aerobic shoes.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,13,"Do not run continuously for more than 2 hours. (Safety precaution, p.3) :contentReference[oaicite:13]{index=13}",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,feier_start_100_manual,14,"Stand on the two side rails until the belt is moving safely. (User Guide, p.3) :contentReference[oaicite:14]{index=14}",Stand on two side rails when the treadmill starts; clip the safety key to your clothes to control any emergency.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,15,"Clip it to your clothes at chest level. (Guidelines for Safe Use, p.20) :contentReference[oaicite:15]{index=15}",Clip the safety key to your clothes when using the treadmill.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,16,"Insert the safety key, select P0 (manual) if needed, then press START; a 5‑second countdown with beeps will run. (Monitor/Guidelines, pp.19–21) :contentReference[oaicite:16]{index=16}","Insert power plug and turn on; place safety key; press MODE to select manual mode; press START; treadmill counts down 5 seconds with beeps, then starts gently and accelerates to set speed.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,17,"After a 5‑second countdown and 5 beeps, the belt starts gently and accelerates to the set speed. (Guidelines for Safe Use, p.20) :contentReference[oaicite:17]{index=17}",The treadmill will start after a delay of 5 seconds and run at a speed of 1.0Km/h.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,18,"1.0 km/h after a 5‑second delay. (Use Instruction, p.25) :contentReference[oaicite:18]{index=18}",1.0Km/h,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,19,"About 2.5–3.5 km/h. (Use Instruction, p.25) :contentReference[oaicite:19]{index=19}",NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,feier_start_100_manual,20,"Press STOP for a slow, smooth stop—or pull out the safety key for an emergency stop. (User Guide/Guidelines, pp.3,20) :contentReference[oaicite:20]{index=20}",Press the 'stop' key at any time to stop the motor from running; you can also pull out the safety key to stop the treadmill immediately.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,21,"The console does not detect the safety lock (safety key); the treadmill stops and shows “E‑07.” (Safety key/Troubleshooting, pp.19,26,29) :contentReference[oaicite:21]{index=21}",Console does not detect safety lock signal; check safety key position; reinstall safety key sock; replace console,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,feier_start_100_manual,22,"Remove the safety key, then press PROGRAM and MODE together—display 0.6 = km→miles; display 1.0 = miles→km. (Metric/Imperial conversion, p.19) :contentReference[oaicite:22]{index=22}","Pull off the safety key; press 'PROGRAM' and 'MODE' keys at the same time; display shows 0.6 for kilometers to miles, 1.0 for miles to kilometers.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
